PC:    0 |  SUB R0, R15, R15                |   REGISTER FILE: R0 =   0, R1 =   0, R2 =   0, R3 =   0, R4 =   0, R5 =   0, R6 =   0
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   2, R3 =   3, R4 =   6, R5 =  24, R6 =  26
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   2, R3 =   3, R4 =   6, R5 =  24, R6 =  26
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   2, R3 =   4, R4 =   6, R5 =  24, R6 =  26
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   2, R3 =   4, R4 =   6, R5 =  24, R6 =  26
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   2, R3 =   3, R4 =   6, R5 =  24, R6 =  26
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   1, R3 =   3, R4 =   6, R5 =  24, R6 =  26
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   1, R3 =   3, R4 =   6, R5 =  24, R6 =  26
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   1, R3 =   4, R4 =   6, R5 =  24, R6 =  26
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   1, R3 =   4, R4 =   6, R5 =  24, R6 =  26
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   1, R3 =   3, R4 =   6, R5 =  24, R6 =  26
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   0, R3 =   3, R4 =   6, R5 =  24, R6 =  26
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   0, R3 =   3, R4 =   6, R5 =  24, R6 =  26
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   0, R3 =   3, R4 =   6, R5 =  26, R6 =  26
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  38, R2 =   0, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   0, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   0, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   4, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   4, R3 =   4, R4 =   6, R5 =  26, R6 =  28
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   4, R3 =   4, R4 =   6, R5 =  26, R6 =  28
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   4, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   3, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   3, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   3, R3 =   4, R4 =   6, R5 =  26, R6 =  28
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   3, R3 =   4, R4 =   6, R5 =  26, R6 =  28
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   3, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   2, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   2, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   2, R3 =   4, R4 =   6, R5 =  26, R6 =  28
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   2, R3 =   4, R4 =   6, R5 =  26, R6 =  28
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   2, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   1, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   1, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   1, R3 =   4, R4 =   6, R5 =  26, R6 =  28
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   1, R3 =   4, R4 =   6, R5 =  26, R6 =  28
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   1, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   0, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   0, R3 =   3, R4 =   6, R5 =  26, R6 =  28
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   0, R3 =   3, R4 =   6, R5 =  28, R6 =  28
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  37, R2 =   0, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   0, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   0, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   4, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   4, R3 =   4, R4 =   6, R5 =  28, R6 =  30
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   4, R3 =   4, R4 =   6, R5 =  28, R6 =  30
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   4, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   3, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   3, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   3, R3 =   4, R4 =   6, R5 =  28, R6 =  30
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   3, R3 =   4, R4 =   6, R5 =  28, R6 =  30
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   3, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   2, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   2, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   2, R3 =   4, R4 =   6, R5 =  28, R6 =  30
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   2, R3 =   4, R4 =   6, R5 =  28, R6 =  30
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   2, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   1, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   1, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   1, R3 =   4, R4 =   6, R5 =  28, R6 =  30
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   1, R3 =   4, R4 =   6, R5 =  28, R6 =  30
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   1, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   0, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   0, R3 =   3, R4 =   6, R5 =  28, R6 =  30
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   0, R3 =   3, R4 =   6, R5 =  30, R6 =  30
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  36, R2 =   0, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   0, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   0, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   4, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   4, R3 =   4, R4 =   6, R5 =  30, R6 =  32
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   4, R3 =   4, R4 =   6, R5 =  30, R6 =  32
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   4, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   3, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   3, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   3, R3 =   4, R4 =   6, R5 =  30, R6 =  32
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   3, R3 =   4, R4 =   6, R5 =  30, R6 =  32
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   3, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   2, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   2, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   2, R3 =   4, R4 =   6, R5 =  30, R6 =  32
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   2, R3 =   4, R4 =   6, R5 =  30, R6 =  32
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   2, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   1, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   1, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   1, R3 =   4, R4 =   6, R5 =  30, R6 =  32
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   1, R3 =   4, R4 =   6, R5 =  30, R6 =  32
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   1, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   0, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   0, R3 =   3, R4 =   6, R5 =  30, R6 =  32
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   0, R3 =   3, R4 =   6, R5 =  32, R6 =  32
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  35, R2 =   0, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   0, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   0, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   4, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   4, R3 =   4, R4 =   6, R5 =  32, R6 =  34
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   4, R3 =   4, R4 =   6, R5 =  32, R6 =  34
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   4, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   3, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   3, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   3, R3 =   4, R4 =   6, R5 =  32, R6 =  34
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   3, R3 =   4, R4 =   6, R5 =  32, R6 =  34
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   3, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   2, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   2, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   2, R3 =   4, R4 =   6, R5 =  32, R6 =  34
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   2, R3 =   4, R4 =   6, R5 =  32, R6 =  34
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   2, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   1, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   1, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   1, R3 =   4, R4 =   6, R5 =  32, R6 =  34
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   1, R3 =   4, R4 =   6, R5 =  32, R6 =  34
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   1, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   0, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   0, R3 =   3, R4 =   6, R5 =  32, R6 =  34
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   0, R3 =   3, R4 =   6, R5 =  34, R6 =  34
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  34, R2 =   0, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   0, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   0, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   4, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   4, R3 =   4, R4 =   6, R5 =  34, R6 =  36
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   4, R3 =   4, R4 =   6, R5 =  34, R6 =  36
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   4, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   3, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   3, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   3, R3 =   4, R4 =   6, R5 =  34, R6 =  36
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   3, R3 =   4, R4 =   6, R5 =  34, R6 =  36
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   3, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   2, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   2, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   2, R3 =   4, R4 =   6, R5 =  34, R6 =  36
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   2, R3 =   4, R4 =   6, R5 =  34, R6 =  36
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   2, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   1, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   1, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   1, R3 =   4, R4 =   6, R5 =  34, R6 =  36
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   1, R3 =   4, R4 =   6, R5 =  34, R6 =  36
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   1, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   0, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   0, R3 =   3, R4 =   6, R5 =  34, R6 =  36
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   0, R3 =   3, R4 =   6, R5 =  36, R6 =  36
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  33, R2 =   0, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   0, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   0, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   4, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   4, R3 =   4, R4 =   6, R5 =  36, R6 =  38
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   4, R3 =   4, R4 =   6, R5 =  36, R6 =  38
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   4, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   3, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   3, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   3, R3 =   4, R4 =   6, R5 =  36, R6 =  38
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   3, R3 =   4, R4 =   6, R5 =  36, R6 =  38
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   3, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   2, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   2, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   2, R3 =   4, R4 =   6, R5 =  36, R6 =  38
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   2, R3 =   4, R4 =   6, R5 =  36, R6 =  38
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   2, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   1, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   1, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   1, R3 =   4, R4 =   6, R5 =  36, R6 =  38
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   1, R3 =   4, R4 =   6, R5 =  36, R6 =  38
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   1, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   0, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   0, R3 =   3, R4 =   6, R5 =  36, R6 =  38
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   0, R3 =   3, R4 =   6, R5 =  38, R6 =  38
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  32, R2 =   0, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   0, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   0, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   4, R3 =   3, R4 =   6, R5 =  38, R6 =  40
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  31, R2 =   4, R3 =   4, R4 =   6, R5 =  38, R6 =  40
